gene,protein,reaction,model,BiGG_gene
G_3_A_1_9_2_comp3,P_3_A_1_9_2_comp1+3_A_1_9_2_comp2+3_A_1_9_2_comp3,R_3_A_1_9_2,TCDB,TCDB.3_A_1_9_2_comp3
G_2_A_4_1_5_comp1,P_2_A_4_1_5_comp1,R_2_A_4_1_5,TCDB,TCDB.2_A_4_1_5_comp1
G_2_A_1_49_10_comp1,P_2_A_1_49_10_comp1,R_2_A_1_49_10,TCDB,TCDB.2_A_1_49_10_comp1
G_2_A_1_1_65_comp1,P_2_A_1_1_65_comp1,R_2_A_1_1_65,TCDB,TCDB.2_A_1_1_65_comp1
G_3_D_3_5_5_comp1,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp1
G_3_D_3_5_5_comp2,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp2
G_3_D_3_5_5_comp3,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp3
G_3_D_3_5_5_comp4,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp4
G_3_D_3_5_5_comp5,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp5
G_3_D_3_5_5_comp6,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp6
G_3_D_3_5_5_comp7,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp7
G_3_D_3_5_5_comp8,P_3_D_3_5_5_comp1+3_D_3_5_5_comp2+3_D_3_5_5_comp3+3_D_3_5_5_comp4+3_D_3_5_5_comp5+3_D_3_5_5_comp6+3_D_3_5_5_comp7+3_D_3_5_5_comp8,R_3_D_3_5_5,TCDB,TCDB.3_D_3_5_5_comp8
G_9_B_142_17_7_comp1,P_9_B_142_17_7_comp1,R_9_B_142_17_7,TCDB,TCDB.9_B_142_17_7_comp1
G_2_A_102_2_7_comp1,P_2_A_102_2_7_comp1,R_2_A_102_2_7,TCDB,TCDB.2_A_102_2_7_comp1
G_3_A_1_153_2_comp1,P_3_A_1_153_2_comp1+3_A_1_153_2_comp2,R_3_A_1_153_2,TCDB,TCDB.3_A_1_153_2_comp1
G_3_A_1_153_2_comp2,P_3_A_1_153_2_comp1+3_A_1_153_2_comp2,R_3_A_1_153_2,TCDB,TCDB.3_A_1_153_2_comp2
G_1_C_90_2_2_comp1,P_1_C_90_2_2_comp1,R_1_C_90_2_2,TCDB,TCDB.1_C_90_2_2_comp1
G_1_B_1_1_8_comp1,P_1_B_1_1_8_comp1,R_1_B_1_1_8,TCDB,TCDB.1_B_1_1_8_comp1
G_1_C_52_1_26_comp1,P_1_C_52_1_26_comp1,R_1_C_52_1_26,TCDB,TCDB.1_C_52_1_26_comp1
G_2_A_1_2_79_comp1,P_2_A_1_2_79_comp1,R_2_A_1_2_79,TCDB,TCDB.2_A_1_2_79_comp1
G_1_C_39_7_4_comp1,P_1_C_39_7_4_comp1,R_1_C_39_7_4,TCDB,TCDB.1_C_39_7_4_comp1
G_2_A_66_2_13_comp1,P_2_A_66_2_13_comp1,R_2_A_66_2_13,TCDB,TCDB.2_A_66_2_13_comp1
G_9_B_191_2_1_comp1,P_9_B_191_2_1_comp1,R_9_B_191_2_1,TCDB,TCDB.9_B_191_2_1_comp1
G_2_A_66_5_3_comp1,P_2_A_66_5_3_comp1,R_2_A_66_5_3,TCDB,TCDB.2_A_66_5_3_comp1
G_9_B_142_4_4_comp1,P_9_B_142_4_4_comp1,R_9_B_142_4_4,TCDB,TCDB.9_B_142_4_4_comp1
G_2_A_133_1_3_comp1,P_2_A_133_1_3_comp1,R_2_A_133_1_3,TCDB,TCDB.2_A_133_1_3_comp1
G_3_A_1_122_12_comp1,P_3_A_1_122_12_comp1+3_A_1_122_12_comp2,R_3_A_1_122_12,TCDB,TCDB.3_A_1_122_12_comp1
G_3_A_1_122_12_comp2,P_3_A_1_122_12_comp1+3_A_1_122_12_comp2,R_3_A_1_122_12,TCDB,TCDB.3_A_1_122_12_comp2
G_3_A_2_1_11_comp1,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp1
G_3_A_2_1_11_comp2,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp2
G_3_A_2_1_11_comp3,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp3
G_3_A_2_1_11_comp4,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp4
G_3_A_2_1_11_comp5,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp5
G_3_A_2_1_11_comp6,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp6
G_3_A_2_1_11_comp7,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp7
G_3_A_2_1_11_comp8,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp8
G_3_A_2_1_11_comp9,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp9
G_3_A_2_1_11_comp10,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp10
G_3_A_2_1_11_comp11,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp11
G_3_A_2_1_11_comp12,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp12
G_3_A_2_1_11_comp13,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp13
G_3_A_2_1_11_comp14,P_3_A_2_1_11_comp1+3_A_2_1_11_comp2+3_A_2_1_11_comp3+3_A_2_1_11_comp4+3_A_2_1_11_comp5+3_A_2_1_11_comp6+3_A_2_1_11_comp7+3_A_2_1_11_comp8+3_A_2_1_11_comp9+3_A_2_1_11_comp10+3_A_2_1_11_comp11+3_A_2_1_11_comp12+3_A_2_1_11_comp13+3_A_2_1_11_comp14,R_3_A_2_1_11,TCDB,TCDB.3_A_2_1_11_comp14
G_2_A_1_1_43_comp1,P_2_A_1_1_43_comp1,R_2_A_1_1_43,TCDB,TCDB.2_A_1_1_43_comp1
G_1_A_17_1_5_comp1,P_1_A_17_1_5_comp1,R_1_A_17_1_5,TCDB,TCDB.1_A_17_1_5_comp1
G_2_A_1_19_28_comp1,P_2_A_1_19_28_comp1,R_2_A_1_19_28,TCDB,TCDB.2_A_1_19_28_comp1
G_1_B_12_4_7_comp1,P_1_B_12_4_7_comp1,R_1_B_12_4_7,TCDB,TCDB.1_B_12_4_7_comp1
G_1_A_13_5_1_comp1,P_1_A_13_5_1_comp1,R_1_A_13_5_1,TCDB,TCDB.1_A_13_5_1_comp1
G_2_A_33_1_4_comp1,P_2_A_33_1_4_comp1,R_2_A_33_1_4,TCDB,TCDB.2_A_33_1_4_comp1
G_1_B_61_1_2_comp1,P_1_B_61_1_2_comp1,R_1_B_61_1_2,TCDB,TCDB.1_B_61_1_2_comp1
G_3_A_1_15_19_comp1,P_3_A_1_15_19_comp1+3_A_1_15_19_comp2+3_A_1_15_19_comp3+3_A_1_15_19_comp4,R_3_A_1_15_19,TCDB,TCDB.3_A_1_15_19_comp1
G_3_A_1_15_19_comp2,P_3_A_1_15_19_comp1+3_A_1_15_19_comp2+3_A_1_15_19_comp3+3_A_1_15_19_comp4,R_3_A_1_15_19,TCDB,TCDB.3_A_1_15_19_comp2
G_3_A_1_15_19_comp3,P_3_A_1_15_19_comp1+3_A_1_15_19_comp2+3_A_1_15_19_comp3+3_A_1_15_19_comp4,R_3_A_1_15_19,TCDB,TCDB.3_A_1_15_19_comp3
G_3_A_1_15_19_comp4,P_3_A_1_15_19_comp1+3_A_1_15_19_comp2+3_A_1_15_19_comp3+3_A_1_15_19_comp4,R_3_A_1_15_19,TCDB,TCDB.3_A_1_15_19_comp4
G_3_A_2_1_7_comp1,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp1
G_3_A_2_1_7_comp2,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp2
G_3_A_2_1_7_comp3,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp3
G_3_A_2_1_7_comp4,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp4
G_3_A_2_1_7_comp5,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp5
G_3_A_2_1_7_comp6,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp6
G_3_A_2_1_7_comp7,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp7
G_3_A_2_1_7_comp8,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp8
G_3_A_2_1_7_comp9,P_3_A_2_1_7_comp1+3_A_2_1_7_comp2+3_A_2_1_7_comp3+3_A_2_1_7_comp4+3_A_2_1_7_comp5+3_A_2_1_7_comp6+3_A_2_1_7_comp7+3_A_2_1_7_comp8+3_A_2_1_7_comp9,R_3_A_2_1_7,TCDB,TCDB.3_A_2_1_7_comp9
G_1_A_77_2_16_comp1,P_1_A_77_2_16_comp1,R_1_A_77_2_16,TCDB,TCDB.1_A_77_2_16_comp1
G_2_A_28_3_3_comp1,P_2_A_28_3_3_comp1,R_2_A_28_3_3,TCDB,TCDB.2_A_28_3_3_comp1
G_1_B_48_1_2_comp1,P_1_B_48_1_2_comp1,R_1_B_48_1_2,TCDB,TCDB.1_B_48_1_2_comp1
G_1_A_77_1_10_comp1,P_1_A_77_1_10_comp1,R_1_A_77_1_10,TCDB,TCDB.1_A_77_1_10_comp1
G_9_A_27_1_4_comp1,P_9_A_27_1_4_comp1,R_9_A_27_1_4,TCDB,TCDB.9_A_27_1_4_comp1
G_9_B_178_1_2_comp1,P_9_B_178_1_2_comp1,R_9_B_178_1_2,TCDB,TCDB.9_B_178_1_2_comp1
G_9_B_199_1_4_comp1,P_9_B_199_1_4_comp1,R_9_B_199_1_4,TCDB,TCDB.9_B_199_1_4_comp1
G_1_A_77_1_15_comp1,P_1_A_77_1_15_comp1,R_1_A_77_1_15,TCDB,TCDB.1_A_77_1_15_comp1
G_1_A_1_10_15_comp1,P_1_A_1_10_15_comp1,R_1_A_1_10_15,TCDB,TCDB.1_A_1_10_15_comp1
G_2_A_130_1_2_comp1,P_2_A_130_1_2_comp1+2_A_130_1_2_comp2+2_A_130_1_2_comp3+2_A_130_1_2_comp4+2_A_130_1_2_comp5+2_A_130_1_2_comp6,R_2_A_130_1_2,TCDB,TCDB.2_A_130_1_2_comp1
G_2_A_130_1_2_comp2,P_2_A_130_1_2_comp1+2_A_130_1_2_comp2+2_A_130_1_2_comp3+2_A_130_1_2_comp4+2_A_130_1_2_comp5+2_A_130_1_2_comp6,R_2_A_130_1_2,TCDB,TCDB.2_A_130_1_2_comp2
G_2_A_130_1_2_comp3,P_2_A_130_1_2_comp1+2_A_130_1_2_comp2+2_A_130_1_2_comp3+2_A_130_1_2_comp4+2_A_130_1_2_comp5+2_A_130_1_2_comp6,R_2_A_130_1_2,TCDB,TCDB.2_A_130_1_2_comp3
G_2_A_130_1_2_comp4,P_2_A_130_1_2_comp1+2_A_130_1_2_comp2+2_A_130_1_2_comp3+2_A_130_1_2_comp4+2_A_130_1_2_comp5+2_A_130_1_2_comp6,R_2_A_130_1_2,TCDB,TCDB.2_A_130_1_2_comp4
G_2_A_130_1_2_comp5,P_2_A_130_1_2_comp1+2_A_130_1_2_comp2+2_A_130_1_2_comp3+2_A_130_1_2_comp4+2_A_130_1_2_comp5+2_A_130_1_2_comp6,R_2_A_130_1_2,TCDB,TCDB.2_A_130_1_2_comp5
G_2_A_130_1_2_comp6,P_2_A_130_1_2_comp1+2_A_130_1_2_comp2+2_A_130_1_2_comp3+2_A_130_1_2_comp4+2_A_130_1_2_comp5+2_A_130_1_2_comp6,R_2_A_130_1_2,TCDB,TCDB.2_A_130_1_2_comp6
G_1_E_10_1_3_comp1,P_1_E_10_1_3_comp1,R_1_E_10_1_3,TCDB,TCDB.1_E_10_1_3_comp1
G_5_B_5_2_1_comp1,P_5_B_5_2_1_comp1+5_B_5_2_1_comp2+5_B_5_2_1_comp3,R_5_B_5_2_1,TCDB,TCDB.5_B_5_2_1_comp1
G_5_B_5_2_1_comp2,P_5_B_5_2_1_comp1+5_B_5_2_1_comp2+5_B_5_2_1_comp3,R_5_B_5_2_1,TCDB,TCDB.5_B_5_2_1_comp2
G_5_B_5_2_1_comp3,P_5_B_5_2_1_comp1+5_B_5_2_1_comp2+5_B_5_2_1_comp3,R_5_B_5_2_1,TCDB,TCDB.5_B_5_2_1_comp3
G_3_A_11_2_3_comp1,P_3_A_11_2_3_comp1+3_A_11_2_3_comp2,R_3_A_11_2_3,TCDB,TCDB.3_A_11_2_3_comp1
G_3_A_11_2_3_comp2,P_3_A_11_2_3_comp1+3_A_11_2_3_comp2,R_3_A_11_2_3,TCDB,TCDB.3_A_11_2_3_comp2
G_3_A_23_1_1_comp1,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp1
G_3_A_23_1_1_comp2,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp2
G_3_A_23_1_1_comp3,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp3
G_3_A_23_1_1_comp4,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp4
G_3_A_23_1_1_comp5,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp5
G_3_A_23_1_1_comp6,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp6
G_3_A_23_1_1_comp7,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp7
G_3_A_23_1_1_comp8,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp8
G_3_A_23_1_1_comp9,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp9
G_3_A_23_1_1_comp10,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp10
G_3_A_23_1_1_comp11,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp11
G_3_A_23_1_1_comp12,P_3_A_23_1_1_comp1+3_A_23_1_1_comp2+3_A_23_1_1_comp3+3_A_23_1_1_comp4+3_A_23_1_1_comp5+3_A_23_1_1_comp6+3_A_23_1_1_comp7+3_A_23_1_1_comp8+3_A_23_1_1_comp9+3_A_23_1_1_comp10+3_A_23_1_1_comp11+3_A_23_1_1_comp12+3_A_23_1_1_comp13+3_A_23_1_1_comp14,R_3_A_23_1_1,TCDB,TCDB.3_A_23_1_1_comp12
